Full Name,Email,Mobile,City,State,Lead Status,Source,Lead Date
Priya Verma,lead801@example.com,9861727336.0,Delhi,Kerala,Qualified,Referral,2026-01-14
Deepak Singh,lead215@example.com,9324176545.0,Pune,Kerala,Qualified,Website,2025/04/12
Vikram Das,lead567@example.com,9141981870.0,Delhi,Kerala,New,Google Ads,19-11-2025
Priya Thapa,lead219@example.com,9612680399.0,Pune,Kerala,Follow Up,Referral,28-12-2025
Priya Reddy,lead448@example.com,9224840390.0,Kochi,Kerala,Follow Up,Referral,12-03-2026
Megha Patel,lead1003@example.com,9485955422.0,Delhi,Maharashtra,Lost,Referral,2026-06-07
Amit Sharma,lead366@example.com,9807794385.0,Delhi,Delhi,,Google Ads,01-05-2026
Vikram Sharma,lead809@example.com,9318655893.0,Hyderabad,Maharashtra,New,Google Ads,06/01/2025
Anjali Reddy,lead148@example.com,9961535211.0,Delhi,Karnataka,Follow Up,Google Ads,31/05/2025
Vikram Verma,lead190@example.com,9632389874.0,Mumbai,Kerala,New,Social Media,2025/12/03
Vikram Reddy,,,Hyderabad,Kerala,New,Website,14/07/2025
Anjali Kumar,lead935@example.com,9306252037.0,Pune,Kerala,Qualified,Referral,2026/05/31
Sanjay Gupta,lead169@example.com,9518414207.0,Bengaluru,Kerala,Follow Up,Google Ads,04-01-2025
Deepak Kumar,lead882@example.com,9375116832.0,Hyderabad,Maharashtra,Follow Up,Social Media,2025/08/20
Vikram Thapa,lead918@example.com,9920044260.0,Hyderabad,Delhi,Qualified,Social Media,2025-10-02
Rahul Patel,lead789@example.com,9784944872.0,Kochi,Telangana,New,Google Ads,22/03/2026
Deepak Joshi,lead635@example.com,9555206169.0,Hyderabad,Kerala,Lost,Social Media,26/06/2026
Priya Reddy,lead137@example.com,9608329065.0,Bengaluru,Telangana,New,Social Media,2026/03/01
Deepak Kumar,lead327@example.com,9194713774.0,Delhi,Telangana,Follow Up,Referral,25-09-2025
Neha Thapa,lead394@example.com,9771011776.0,Pune,Kerala,New,Google Ads,02-03-2026
Rahul Verma,lead278@example.com,9497519000.0,Pune,Delhi,New,Website,2026-04-01
Vikram Das,lead724@example.com,9487964722.0,Delhi,Karnataka,Qualified,Google Ads,2026-05-11
Neha Thapa,lead1079@example.com,9118522191.0,Mumbai,Maharashtra,New,Social Media,23-10-2025
Deepak Patel,lead187@example.com,9747206635.0,Bengaluru,Karnataka,Lost,Website,2025-03-07
Sanjay Gupta,lead444@example.com,9872198151.0,Bengaluru,Kerala,Follow Up,Website,17-12-2025
Anjali Gupta,lead819@example.com,9615038380.0,Mumbai,Kerala,Lost,Google Ads,2026-04-30
Priya Singh,lead145@example.com,9831145395.0,Pune,Telangana,Follow Up,Google Ads,09/01/2025
Sanjay Sharma,lead1031@example.com,9782779710.0,Hyderabad,Kerala,Lost,Social Media,18-05-2026
Vikram Verma,lead805@example.com,9723088414.0,Kochi,Delhi,Lost,Google Ads,2025/03/27
Anjali Joshi,lead611@example.com,9050107392.0,Mumbai,Telangana,Follow Up,Social Media,2026/02/02
Neha Sharma,lead95@example.com,9343588417.0,Pune,Telangana,Lost,Social Media,31-05-2025
Anjali Kumar,lead983@example.com,9676198578.0,Bengaluru,Karnataka,,Referral,29-03-2026
Rahul Reddy,lead877@example.com,9578339797.0,Bengaluru,Kerala,Qualified,Referral,18-07-2025
Priya Verma,lead1001@example.com,9709683336.0,Kochi,Kerala,Follow Up,Website,2025/10/04
Sanjay Joshi,lead211@example.com,9253658540.0,Hyderabad,Maharashtra,New,Website,29/03/2026
Megha Gupta,lead221@example.com,9026655247.0,Hyderabad,Delhi,Lost,Website,2025-07-22
Sanjay Reddy,lead279@example.com,9726107330.0,Delhi,Telangana,,Website,2026-01-17
Priya Joshi,lead618@example.com,9029539052.0,,Telangana,New,Google Ads,16/02/2026
Rahul Kumar,lead772@example.com,9563093175.0,Delhi,Delhi,Lost,Referral,2026/03/14
Amit Joshi,lead424@example.com,9214158753.0,Bengaluru,Delhi,Qualified,Website,2026/02/20
Rahul Verma,lead230@example.com,9394594888.0,Hyderabad,Kerala,Follow Up,Google Ads,02/10/2025
Anjali Reddy,lead118@example.com,9850415758.0,Pune,Karnataka,Qualified,Social Media,2025/08/25
Priya Singh,lead871@example.com,9875831844.0,Bengaluru,Maharashtra,New,Google Ads,13/02/2026
Sunita Gupta,lead702@example.com,9009916411.0,Kochi,Karnataka,New,Google Ads,2026/03/22
Sanjay Sharma,lead566@example.com,9767060039.0,Delhi,Karnataka,New,Referral,2025-01-02
Amit Singh,lead1014@example.com,9272896010.0,Hyderabad,Kerala,Follow Up,Google Ads,13-03-2025
Sunita Sharma,lead299@example.com,9303587243.0,Mumbai,Maharashtra,Follow Up,Referral,02/04/2025
Neha Thapa,lead129@example.com,9904475635.0,Bengaluru,Maharashtra,,Website,25-11-2025
Vikram Das,lead189@example.com,9644441526.0,Pune,Karnataka,New,Referral,2025/08/25
Rahul Patel,lead955@example.com,9403068309.0,Bengaluru,Kerala,New,Website,11/10/2025
Sunita Sharma,lead302@example.com,9052360422.0,Mumbai,Kerala,Qualified,Social Media,23-11-2025
Priya Patel,lead1027@example.com,9050343198.0,Bengaluru,Maharashtra,,Referral,26/11/2025
Priya Patel,lead356@example.com,9152454615.0,,Telangana,Qualified,Social Media,17/03/2025
Sanjay Patel,lead80@example.com,9989697087.0,Mumbai,Maharashtra,New,Social Media,20-02-2026
Neha Gupta,lead87@example.com,9564223129.0,,Maharashtra,New,Website,2025-12-04
Vikram Sharma,lead476@example.com,9563782412.0,Pune,Maharashtra,Qualified,Website,16-03-2026
Anjali Patel,lead433@example.com,9291443760.0,Mumbai,Delhi,Lost,Google Ads,21/08/2025
Sunita Sharma,lead324@example.com,9132353777.0,Bengaluru,Delhi,,Google Ads,02-07-2025
Sunita Gupta,lead131@example.com,9057293150.0,Pune,Karnataka,New,Referral,2025-12-04
Amit Reddy,lead94@example.com,9243866355.0,Bengaluru,Telangana,Follow Up,Google Ads,04/08/2025
Rahul Sharma,lead1084@example.com,9336914959.0,Delhi,Telangana,New,Social Media,12-02-2025
Neha Gupta,lead1000@example.com,,Kochi,Telangana,,Google Ads,2025-06-16
Sanjay Joshi,lead875@example.com,,Mumbai,Telangana,Lost,Social Media,01/02/2026
Megha Sharma,lead322@example.com,9748053532.0,Kochi,Delhi,Follow Up,Website,03/05/2025
Amit Thapa,lead678@example.com,9457267274.0,Hyderabad,Telangana,New,Social Media,04/03/2026
Amit Joshi,lead890@example.com,9393204214.0,Hyderabad,Telangana,,Google Ads,09/01/2026
Priya Thapa,lead902@example.com,9909616852.0,,Kerala,,Google Ads,07-03-2025
Sanjay Das,lead154@example.com,9209004797.0,Hyderabad,Kerala,Follow Up,Referral,2026/01/31
Sunita Patel,lead518@example.com,9048652478.0,Delhi,Delhi,New,Website,2025-08-26
Priya Thapa,lead263@example.com,9553309281.0,Kochi,Delhi,Lost,Google Ads,22-06-2026
Rahul Joshi,lead736@example.com,9856954830.0,Kochi,Kerala,Lost,Website,2025/10/11
Megha Verma,lead508@example.com,9639704396.0,Delhi,Kerala,Lost,Website,2026-03-06
Priya Das,lead138@example.com,9345487504.0,Bengaluru,Telangana,New,Google Ads,2025/01/18
Sunita Joshi,lead437@example.com,9015334369.0,Kochi,Telangana,Follow Up,Social Media,30/05/2025
Megha Sharma,lead175@example.com,,Mumbai,Kerala,Follow Up,Referral,2025/12/25
Rahul Das,lead548@example.com,9677121664.0,Hyderabad,Maharashtra,Lost,Website,2025/02/19
Vikram Verma,lead967@example.com,9479504579.0,Mumbai,Maharashtra,Lost,Referral,31-01-2026
Megha Gupta,lead619@example.com,9266650755.0,Delhi,Telangana,,Social Media,15/02/2025
Deepak Sharma,lead456@example.com,9158577338.0,Delhi,Karnataka,Lost,Google Ads,21-03-2026
Neha Patel,,,,Delhi,New,Social Media,03-03-2025
Megha Patel,lead1074@example.com,9250673021.0,,Karnataka,Qualified,Referral,2025/02/17
Megha Sharma,lead96@example.com,9434317009.0,Kochi,Delhi,Lost,Referral,03/01/2026
Sanjay Reddy,lead929@example.com,9852252911.0,Kochi,Maharashtra,Lost,Referral,2026-01-09
Deepak Thapa,lead743@example.com,9066950738.0,,Kerala,,Google Ads,12/06/2026
Priya Das,lead419@example.com,9552995330.0,Bengaluru,Karnataka,New,Referral,04/03/2025
Amit Thapa,lead401@example.com,9773103608.0,Mumbai,Kerala,Qualified,Website,24/05/2026
Amit Thapa,lead426@example.com,9419068181.0,,Kerala,,Google Ads,2026/01/02
Priya Thapa,lead108@example.com,9124702750.0,Pune,Delhi,Lost,Google Ads,2025/02/08
Rahul Singh,lead818@example.com,9540189176.0,Mumbai,Maharashtra,,Website,13-02-2025
Vikram Verma,lead956@example.com,9660113902.0,Kochi,Kerala,New,Referral,02-02-2025
Sanjay Das,lead144@example.com,9946264817.0,Mumbai,Karnataka,Follow Up,Website,2025-09-01
Anjali Joshi,lead386@example.com,9027131475.0,,Telangana,Qualified,Social Media,29/03/2026
Megha Sharma,lead293@example.com,9653889127.0,Hyderabad,Kerala,Follow Up,Social Media,26/08/2025
Anjali Sharma,lead1041@example.com,9602743594.0,Pune,Kerala,Follow Up,Referral,2025-05-25
Anjali Reddy,lead14@example.com,9290130090.0,Kochi,Telangana,New,Google Ads,2025/08/18
Rahul Patel,lead554@example.com,9791205589.0,Hyderabad,Karnataka,,Social Media,2025-10-02
Deepak Gupta,lead920@example.com,9450157887.0,,Telangana,Follow Up,Social Media,24-03-2026
Anjali Reddy,lead492@example.com,9292997004.0,Bengaluru,Kerala,Follow Up,Google Ads,12/04/2025
Megha Das,lead993@example.com,9843358135.0,Mumbai,Kerala,Lost,Google Ads,2025/04/07
Rahul Sharma,lead418@example.com,9213117892.0,Bengaluru,Delhi,Lost,Google Ads,27/09/2025
Sunita Kumar,lead497@example.com,9997018094.0,Mumbai,Telangana,New,Referral,2025-12-23
Priya Reddy,lead951@example.com,9558339873.0,Delhi,Maharashtra,New,Google Ads,2025-05-07
Priya Patel,lead728@example.com,9585907996.0,Mumbai,Kerala,Follow Up,Google Ads,17-03-2026
Neha Reddy,lead665@example.com,9120799874.0,Bengaluru,Delhi,New,Social Media,11/03/2026
Anjali Kumar,lead198@example.com,9059084752.0,Bengaluru,Maharashtra,New,Google Ads,2025/04/01
Sanjay Sharma,lead680@example.com,9894489934.0,Kochi,Telangana,Follow Up,Google Ads,21-03-2025
Anjali Gupta,lead709@example.com,9214663821.0,Hyderabad,Delhi,Qualified,Social Media,2026/03/17
Sunita Thapa,lead410@example.com,9812782065.0,Bengaluru,Delhi,,Social Media,05-02-2025
Sanjay Das,lead1040@example.com,9010626684.0,Kochi,Maharashtra,Qualified,Website,10/03/2026
Amit Verma,lead905@example.com,9560696718.0,Kochi,Delhi,New,Referral,2026-04-10
Anjali Reddy,lead331@example.com,9945740572.0,,Karnataka,Lost,Referral,08/01/2025
Rahul Reddy,lead877@example.com,9578339797.0,Bengaluru,Kerala,Qualified,Referral,2025-10-06
Deepak Singh,lead177@example.com,9845312622.0,,Delhi,New,Social Media,2026/04/24
Megha Singh,lead1062@example.com,9936256153.0,Kochi,Karnataka,Lost,Referral,03-01-2025
Rahul Singh,lead152@example.com,9966459244.0,Mumbai,Maharashtra,New,Website,10/04/2026
Sunita Verma,lead599@example.com,9472822474.0,Pune,Maharashtra,Follow Up,Social Media,31-08-2025
Sunita Reddy,lead1013@example.com,9363115597.0,,Kerala,Qualified,Google Ads,2025-11-06
Sunita Singh,lead535@example.com,9252803122.0,Mumbai,Delhi,Follow Up,Social Media,22-12-2025
Vikram Verma,lead1100@example.com,,Hyderabad,Telangana,Lost,Referral,2025-12-15
Anjali Reddy,lead1061@example.com,9570187631.0,Mumbai,Kerala,New,Social Media,2025/02/23
Neha Singh,lead991@example.com,9695634685.0,Hyderabad,Karnataka,New,Referral,26-03-2026
Anjali Verma,lead16@example.com,9758925276.0,Pune,Maharashtra,Qualified,Google Ads,2025-03-08
Priya Patel,lead356@example.com,9152454615.0,,Telangana,Qualified,Social Media,2025-07-29
Deepak Gupta,,,Bengaluru,Maharashtra,Qualified,Google Ads,2026-05-13
Vikram Reddy,lead57@example.com,9167850740.0,Delhi,Karnataka,New,Website,2025-04-08
Amit Gupta,lead559@example.com,9424637277.0,Mumbai,Delhi,Follow Up,Google Ads,20/05/2026
Rahul Joshi,,9945708655.0,Delhi,Kerala,Qualified,Website,2025/11/23
Deepak Singh,,9733140719.0,,Kerala,,Google Ads,2025-07-18
Vikram Singh,lead661@example.com,9503875195.0,Pune,Kerala,Follow Up,Social Media,08-05-2025
Priya Reddy,lead397@example.com,9629727622.0,Pune,Telangana,New,Google Ads,19/09/2025
Amit Kumar,lead1075@example.com,,Kochi,Telangana,Qualified,Referral,2025/10/09
Neha Thapa,lead970@example.com,9684669727.0,Bengaluru,Karnataka,Lost,Referral,28-02-2025
Megha Gupta,lead459@example.com,9594168562.0,Delhi,Delhi,Lost,Social Media,31/10/2025
Megha Reddy,lead1015@example.com,9016833213.0,Delhi,Delhi,New,Google Ads,17/01/2026
Vikram Singh,lead168@example.com,9123412497.0,,Telangana,New,Social Media,2025-10-17
Vikram Thapa,lead275@example.com,,Kochi,Karnataka,Lost,Social Media,03/04/2026
Megha Gupta,lead471@example.com,9281011850.0,,Telangana,Lost,Website,2025-08-12
Neha Verma,lead409@example.com,9480435291.0,Pune,Maharashtra,,Social Media,2026/01/05
Anjali Joshi,lead610@example.com,9171824433.0,Delhi,Kerala,Qualified,Referral,2025-08-28
Amit Reddy,lead119@example.com,9564180288.0,Pune,Maharashtra,Lost,Social Media,05-03-2026
Rahul Singh,,9213653805.0,Pune,Kerala,Follow Up,Website,01-03-2025
Vikram Singh,lead523@example.com,9048056490.0,Delhi,Delhi,Qualified,Google Ads,09/08/2025
Amit Reddy,lead10@example.com,9782615684.0,Mumbai,Kerala,New,Website,22-06-2026
Anjali Thapa,lead699@example.com,9646936853.0,,Telangana,Follow Up,Referral,04-02-2025
Neha Kumar,lead179@example.com,9822821810.0,Bengaluru,Delhi,New,Google Ads,2025/07/14
Sunita Patel,lead422@example.com,9380659091.0,Delhi,Telangana,Follow Up,Referral,28-01-2025
Amit Sharma,lead1096@example.com,9143241349.0,Kochi,Delhi,,Website,02/10/2025
Anjali Thapa,lead479@example.com,9545897789.0,Mumbai,Telangana,,Website,05-02-2026
Sunita Sharma,lead563@example.com,9687154218.0,Mumbai,Maharashtra,Qualified,Social Media,09-02-2025
Sanjay Sharma,lead561@example.com,9971584223.0,Mumbai,Kerala,,Social Media,01-01-2025
Sunita Kumar,lead46@example.com,9314076541.0,Delhi,Maharashtra,Follow Up,Social Media,26/03/2026
Deepak Reddy,lead606@example.com,9247570997.0,Pune,Maharashtra,,Social Media,2025/02/20
Megha Reddy,lead73@example.com,9241512017.0,Pune,Karnataka,Follow Up,Referral,13-07-2025
Vikram Reddy,lead644@example.com,9502036457.0,Hyderabad,Kerala,Qualified,Social Media,07-01-2025
Amit Gupta,lead377@example.com,9262143691.0,Kochi,Karnataka,Qualified,Referral,20-03-2026
Sanjay Kumar,lead622@example.com,9433054908.0,Kochi,Kerala,New,Referral,2025/01/16
Vikram Gupta,lead811@example.com,9726189658.0,,Karnataka,New,Google Ads,30/11/2025
Vikram Singh,lead489@example.com,9723618131.0,Pune,Kerala,Lost,Website,28/03/2025
Sanjay Joshi,lead509@example.com,9430504012.0,,Delhi,Qualified,Referral,2025/08/13
Anjali Verma,lead7@example.com,9451779399.0,Pune,Kerala,Follow Up,Google Ads,29/03/2026
Deepak Joshi,lead1043@example.com,9111304456.0,Bengaluru,Karnataka,Lost,Google Ads,2026/04/13
Anjali Kumar,lead861@example.com,9564978898.0,Kochi,Maharashtra,Follow Up,Website,25-06-2025
Vikram Kumar,lead603@example.com,9941619320.0,Bengaluru,Kerala,Follow Up,Google Ads,2025-10-12
Vikram Joshi,lead213@example.com,9974075286.0,Kochi,Maharashtra,Qualified,Google Ads,2025/09/18
Anjali Gupta,lead860@example.com,9177172736.0,Kochi,Karnataka,Qualified,Referral,22-03-2025
Sanjay Singh,lead1060@example.com,9247369405.0,Hyderabad,Kerala,,Referral,04-01-2025
Megha Reddy,lead788@example.com,9502098269.0,Bengaluru,Maharashtra,,Google Ads,2026-06-08
Rahul Joshi,lead756@example.com,9343901540.0,Bengaluru,Kerala,Lost,Referral,2025-10-14
Vikram Gupta,lead883@example.com,9750049414.0,Mumbai,Maharashtra,Follow Up,Google Ads,2026-06-11
Megha Joshi,lead757@example.com,9310657727.0,Pune,Telangana,,Referral,2025-06-02
Amit Singh,lead1014@example.com,9272896010.0,Hyderabad,Kerala,Follow Up,Google Ads,2025/10/11
Vikram Kumar,lead26@example.com,9501304071.0,Delhi,Maharashtra,Follow Up,Referral,2025/09/29
Anjali Das,lead376@example.com,9406190168.0,,Karnataka,New,Referral,2026-02-08
Sanjay Kumar,lead842@example.com,9257506322.0,,Maharashtra,Lost,Google Ads,2025/05/17
Deepak Thapa,lead878@example.com,9248359431.0,,Maharashtra,Follow Up,Google Ads,2026-04-14
Sunita Gupta,lead208@example.com,9949104898.0,Mumbai,Maharashtra,Qualified,Google Ads,05-05-2025
Neha Patel,lead21@example.com,9868728523.0,Bengaluru,Maharashtra,Follow Up,Website,23-05-2026
Amit Reddy,lead217@example.com,9558031882.0,Hyderabad,Delhi,Lost,Social Media,2025-01-12
Megha Reddy,lead1021@example.com,9783697141.0,Hyderabad,Karnataka,Follow Up,Social Media,05-08-2025
Priya Reddy,lead498@example.com,9755087644.0,,Telangana,,Google Ads,2025-11-15
Sunita Gupta,lead858@example.com,9886882534.0,Hyderabad,Kerala,Follow Up,Website,22/03/2025
Neha Das,lead637@example.com,9850840148.0,Kochi,Maharashtra,Follow Up,Google Ads,19-06-2026
Deepak Joshi,lead774@example.com,9740414062.0,Delhi,Telangana,New,Website,2025/09/17
Vikram Das,lead731@example.com,9293748179.0,Hyderabad,Kerala,Follow Up,Social Media,02/07/2025
Vikram Sharma,lead820@example.com,9432575360.0,Bengaluru,Telangana,New,Referral,2026/02/13
Rahul Joshi,,9718944036.0,Hyderabad,Delhi,,Google Ads,2025-01-31
Sanjay Patel,lead136@example.com,9268953866.0,,Telangana,Follow Up,Google Ads,2025-12-28
Sanjay Das,lead63@example.com,9489047880.0,Pune,Delhi,,Social Media,08/02/2026
Vikram Singh,lead143@example.com,9170236919.0,,Maharashtra,Follow Up,Referral,20-03-2026
Megha Sharma,lead293@example.com,9653889127.0,Hyderabad,Kerala,Follow Up,Social Media,03/01/2026
Anjali Verma,lead88@example.com,9801204365.0,Pune,Karnataka,Follow Up,Website,2026-05-02
Megha Thapa,lead438@example.com,9367944579.0,,Delhi,New,Google Ads,2025/08/05
Deepak Thapa,lead98@example.com,9306396433.0,Delhi,Kerala,Lost,Social Media,2026/02/08
Sanjay Reddy,lead707@example.com,9875127410.0,,Telangana,Qualified,Google Ads,2025-09-28
Deepak Singh,lead968@example.com,9155652927.0,Mumbai,Delhi,New,Referral,26/04/2025
Neha Verma,,9877971494.0,Hyderabad,Maharashtra,Follow Up,Referral,15/03/2025
Neha Patel,lead1030@example.com,9222251874.0,,Maharashtra,,Social Media,17-04-2026
Vikram Gupta,lead598@example.com,9547669227.0,Mumbai,Kerala,,Referral,2025-10-22
Amit Verma,lead976@example.com,9784024512.0,Delhi,Karnataka,Follow Up,Referral,04-04-2026
Deepak Reddy,lead34@example.com,9163180796.0,Kochi,Telangana,Follow Up,Google Ads,13-01-2026
Megha Singh,lead1017@example.com,9617906085.0,Kochi,Kerala,,Referral,13-12-2025
Sunita Reddy,lead483@example.com,9382347474.0,Pune,Kerala,Lost,Social Media,27-02-2026
Deepak Kumar,lead379@example.com,9015971995.0,Bengaluru,Delhi,Lost,Referral,2025/10/15
Neha Joshi,lead454@example.com,9050197386.0,Delhi,Maharashtra,New,Google Ads,10-01-2026
Vikram Singh,lead661@example.com,9503875195.0,Pune,Kerala,Follow Up,Social Media,27-11-2025
Deepak Reddy,lead536@example.com,9999467125.0,,Karnataka,,Social Media,2025-02-03
Amit Joshi,lead1069@example.com,9677348250.0,Pune,Delhi,Lost,Referral,2026-04-30
Deepak Sharma,,9383764902.0,Hyderabad,Maharashtra,,Referral,12/07/2025
Megha Das,lead679@example.com,9622812024.0,Bengaluru,Karnataka,Follow Up,Website,11-12-2025
Neha Thapa,lead1004@example.com,9464188813.0,Kochi,Delhi,Lost,Social Media,2026-05-14
Neha Reddy,lead940@example.com,9259070941.0,Delhi,Maharashtra,Follow Up,Google Ads,13/05/2026
Neha Verma,lead999@example.com,9928178376.0,,Delhi,Follow Up,Referral,2026/03/31
Anjali Reddy,lead577@example.com,9773426424.0,Delhi,Telangana,Qualified,Google Ads,2025-06-03
Anjali Joshi,lead610@example.com,9171824433.0,Delhi,Kerala,Qualified,Referral,2025/11/13
Sunita Patel,lead830@example.com,9303344202.0,Kochi,Telangana,,Google Ads,2025-06-04
Deepak Joshi,lead1048@example.com,9506389346.0,Mumbai,Kerala,Follow Up,Google Ads,2025/11/28
Rahul Gupta,lead578@example.com,9909607998.0,,Telangana,Lost,Social Media,19-06-2026
Sunita Sharma,,9845656079.0,,Maharashtra,,Google Ads,16-06-2026
Megha Joshi,lead954@example.com,9614981505.0,,Maharashtra,,Social Media,04/02/2026
Sunita Patel,lead798@example.com,9520090308.0,Hyderabad,Maharashtra,New,Website,18-10-2025
Sunita Verma,lead141@example.com,9519709994.0,Pune,Karnataka,Lost,Social Media,2026-03-28
Sanjay Verma,lead133@example.com,9275593582.0,,Karnataka,New,Referral,15-10-2025
Sanjay Joshi,lead59@example.com,9103611595.0,Delhi,Telangana,Lost,Social Media,2025/03/08
Sunita Kumar,lead650@example.com,,Kochi,Kerala,,Website,2026/01/24
Deepak Thapa,lead206@example.com,9059148871.0,Pune,Maharashtra,Lost,Website,2025-08-04
Rahul Das,lead560@example.com,9123948939.0,Kochi,Maharashtra,New,Social Media,2026/04/10
Megha Sharma,lead475@example.com,,Bengaluru,Maharashtra,Follow Up,Referral,18/02/2026
Anjali Joshi,lead961@example.com,9001826098.0,,Karnataka,,Social Media,2025/12/29
Sanjay Thapa,lead122@example.com,9683900607.0,Hyderabad,Karnataka,New,Social Media,2025-07-24
Anjali Das,lead1011@example.com,9462862353.0,,Kerala,New,Google Ads,14/03/2026
Rahul Kumar,lead527@example.com,9670434850.0,,Telangana,Follow Up,Google Ads,2026/01/28
Amit Reddy,lead1085@example.com,9962428677.0,Delhi,Kerala,New,Google Ads,2025/09/30
Amit Sharma,,9657389996.0,Kochi,Telangana,,Website,2025-03-12
Vikram Reddy,lead764@example.com,9039424276.0,Bengaluru,Kerala,Follow Up,Social Media,2026-02-15
Vikram Sharma,lead70@example.com,9704749055.0,Delhi,Maharashtra,Follow Up,Website,2025/08/28
Neha Gupta,lead274@example.com,9930008335.0,Pune,Maharashtra,Qualified,Google Ads,2026-05-08
Deepak Gupta,lead62@example.com,9069295587.0,Hyderabad,Karnataka,Lost,Social Media,2026/05/10
Vikram Sharma,,9562727515.0,Pune,Karnataka,Follow Up,Social Media,2025/04/20
Neha Joshi,lead762@example.com,9099076294.0,Hyderabad,Maharashtra,Qualified,Google Ads,2026/02/07
Priya Singh,lead944@example.com,9079357213.0,Hyderabad,Karnataka,,Social Media,04/09/2025
Megha Kumar,lead1049@example.com,9149597011.0,,Telangana,,Website,14/05/2025
Rahul Das,lead834@example.com,9066807030.0,,Kerala,Qualified,Social Media,2025-09-24
Sanjay Verma,lead643@example.com,9176769503.0,Hyderabad,Karnataka,,Social Media,2025/03/13
Priya Gupta,lead112@example.com,9236185145.0,Delhi,Maharashtra,New,Website,2026/01/02
Amit Sharma,lead116@example.com,9455574173.0,,Maharashtra,,Google Ads,25-05-2025
Deepak Joshi,lead194@example.com,9737150505.0,,Kerala,Lost,Social Media,14-09-2025
Vikram Thapa,lead506@example.com,9543689789.0,Bengaluru,Telangana,Qualified,Referral,2025/09/14
Rahul Singh,,9761245556.0,Hyderabad,Kerala,,Google Ads,2025/06/26
Deepak Patel,lead646@example.com,9161570935.0,Hyderabad,Karnataka,Follow Up,Website,2025/08/02
Amit Joshi,lead663@example.com,9442154656.0,Kochi,Karnataka,,Website,2026/05/08
Priya Thapa,lead427@example.com,9490738841.0,Bengaluru,Kerala,Qualified,Google Ads,2025/06/04
Deepak Joshi,lead139@example.com,9286210204.0,Pune,Maharashtra,Lost,Website,2025-11-09
Sunita Das,lead1097@example.com,9822731735.0,Delhi,Karnataka,,Google Ads,2025-09-10
Deepak Das,lead28@example.com,9081061806.0,Delhi,Telangana,Qualified,Google Ads,2025-01-21
Anjali Sharma,lead759@example.com,9730492824.0,Kochi,Maharashtra,Follow Up,Referral,03/05/2025
Sanjay Joshi,lead229@example.com,9945433135.0,Delhi,Maharashtra,Follow Up,Website,2026-06-12
Megha Das,lead1064@example.com,9893907810.0,Hyderabad,Delhi,Qualified,Referral,2026-06-27
Sanjay Sharma,lead396@example.com,9155023396.0,Hyderabad,Delhi,,Social Media,2025/07/13
Neha Singh,lead260@example.com,9151307403.0,Mumbai,Telangana,Lost,Website,2025/03/22
Deepak Reddy,lead711@example.com,9882768536.0,Bengaluru,Karnataka,,Google Ads,07-03-2025
Vikram Kumar,lead245@example.com,9919940472.0,Pune,Karnataka,Lost,Social Media,15-09-2025
Sunita Das,lead985@example.com,9976902708.0,Kochi,Kerala,Lost,Referral,23-04-2025
Rahul Verma,,9886964472.0,Hyderabad,Maharashtra,,Website,17/04/2025
Megha Sharma,lead383@example.com,9640296826.0,Hyderabad,Kerala,,Google Ads,2026-01-07
Deepak Kumar,lead580@example.com,9279060302.0,Kochi,Maharashtra,Follow Up,Website,01-09-2025
Amit Patel,,9814580783.0,,Delhi,,Google Ads,2026/05/29
Megha Gupta,lead117@example.com,9486734122.0,,Telangana,Lost,Website,2026/04/25
Neha Joshi,lead1059@example.com,9565290551.0,,Kerala,Follow Up,Google Ads,2026/05/16
Amit Patel,lead228@example.com,9171506536.0,Hyderabad,Maharashtra,Qualified,Google Ads,2026/03/06
Sanjay Das,,9193596835.0,Mumbai,Maharashtra,,Google Ads,2025/07/11
Deepak Kumar,lead581@example.com,9904949893.0,Pune,Telangana,,Social Media,12/07/2025
Deepak Patel,lead813@example.com,9265107123.0,Mumbai,Kerala,Qualified,Referral,06/09/2025
Megha Verma,lead364@example.com,9756293871.0,Bengaluru,Karnataka,Follow Up,Google Ads,29/06/2025
Priya Singh,lead612@example.com,9743264784.0,,Telangana,Lost,Social Media,2025/10/13
Vikram Joshi,lead451@example.com,9828439485.0,Hyderabad,Delhi,Lost,Referral,2026-06-05
Amit Sharma,lead244@example.com,9353031538.0,Kochi,Telangana,Lost,Social Media,05/02/2025
Vikram Singh,lead594@example.com,9756686771.0,Mumbai,Maharashtra,New,Referral,29/01/2026
Sanjay Gupta,lead632@example.com,9394674898.0,Bengaluru,Maharashtra,,Google Ads,03/12/2025
Megha Sharma,lead1083@example.com,9256772238.0,Hyderabad,Karnataka,New,Website,2025/04/06
Amit Patel,lead414@example.com,9007749331.0,Bengaluru,Karnataka,Lost,Google Ads,2025/07/16
Sanjay Thapa,lead316@example.com,9557789293.0,Bengaluru,Telangana,New,Referral,13-04-2025
Rahul Das,lead246@example.com,9303135427.0,Delhi,Telangana,Qualified,Google Ads,11/09/2025
Sanjay Singh,lead251@example.com,9938845107.0,Bengaluru,Kerala,Qualified,Social Media,01-05-2026
Megha Singh,lead1062@example.com,9936256153.0,Kochi,Karnataka,Lost,Referral,03-05-2025
Anjali Das,,9191534259.0,Mumbai,Delhi,Qualified,Social Media,26/12/2025
Anjali Thapa,lead66@example.com,9053068606.0,Delhi,Maharashtra,,Google Ads,09/03/2026
